Channel Number	Receive Frequency	Transmit Frequency	Offset Frequency	Offset Direction	Name	Operating Mode	Tx Power	AMS	Fusion	Half Dev	Tone Mode	CTCSS	DCS	DCS Polarity	RX DGID	TX DGID	User CTCSS	Skip	Step	Attenuator	S-Meter Squelch	Bell	Clock Shift	Simplex	Central Sound	North Sound	South Sound	Foothills	BANK 6	BANK 7	BANK 8	BANK 9	BANK10	BANK11	BANK12	BANK13	BANK14	BANK15	BANK16	BANK17	BANK18	BANK19	BANK20	BANK21	BANK22	BANK23	Comment	
437	147.22000	147.82000	600 kHz	Plus	W7AVM (RR#145)	FM	High (5 W)	Off	Off	Off	Tone	127.3 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Whidbey Isl. (Island County ARC)	
438	147.02000	147.62000	600 kHz	Plus	KB7ARA (RR#146)	FM	High (5 W)	Off	Off	Off	None	100.0 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Lookout Pass, MT (Kamiak Butte Amateur Repeater Association)	
439	441.10000	446.10000	5.00 MHz	Plus	K7BEL (RR#147)	FM	High (5 W)	Off	Off	Off	Tone	156.7 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Bellevue, WA (Bellevue Communication Support)	
440	147.08000	147.68000	600 kHz	Plus	WW7ATS (RR#148)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Cougar Mtn, WA (Western Washington Amateur Television Society)	
441	147.87500	147.27500	600 kHz	Minus	WW7STR (RR#149)	FM	High (5 W)	Off	Off	On	Tone	88.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Cougar Mtn, WA (SeaTac Rptr Assoc)	
442	224.44000	222.84000	1.60 MHz	Minus	WW7STR (RR#150)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Cougar Mtn, WA (SeaTac Repeater Association)	
443	441.55000	446.55000	5.00 MHz	Plus	WW7ATS (RR#151)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Cougar Mtn, WA (Western Washington Amateur Television Society)	
444	442.15000	447.15000	5.00 MHz	Plus	WW7STR (RR#152)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Cougar Mtn, WA (SeaTac Repeater Association)	
445	444.85000	449.85000	5.00 MHz	Plus	WW7STR (RR#153)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Cougar Mtn, WA (SeaTac Repeater Association)	
446	927.21250	902.21250	25.00 MHz	Minus	WW7STR (RR#154)	FM	High (5 W)	Off	Off	On	Tone	114.8 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Cougar Mtn, WA (SeaTac Repeater Association)	
447	146.70000	146.10000	600 kHz	Minus	W7EAT (RR#155)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Eatonville (Eatonville Amateur Radio Club)	
448	224.18000	222.58000	1.60 MHz	Minus	W7EAT (RR#156)	FM	High (5 W)	Off	Off	Off	Tone	103.5 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Graham (Eatonville Amateur Radio Club)	
449	440.95000	445.95000	5.00 MHz	Plus	K7DK (RR#157)	FM	High (5 W)	Off	Off	Off	Tone	110.9 Hz	023	RN-TN	00	00	1600 Hz	Off	Auto	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Off	Buck Mtn. (Mark K7DK's repeater system)	
